Plot_ID,Block_Num,Treatment,Interspace_Num,Transect_Num,Year,Date,Initials_1,Initials_2,Azimuth,Bare_Class,Litter_Class,An_Grass_Class,Per_Grass_Class,An_Forb_Class,Per_Forb_Class,Shrub_Class,Subshrub_Class,Random_1,Random_2,Random_3,Random_4,Notes,Gravel_Class,An_Forb_Seedling_count,Grazed_Ungrazed
11C_I1,11,Control,1,1,2021,9/25/2021,DB,N/A,N/A,4,2,1,1,2,1,1,0,6,7,10,16,,0,N/A,N/A
11C_I1,11,Control,1,1,2022,10/1/2022,RS,N/A,N/A,5,2,1,1,1,1,1,0,1,8,11,14,Ant colont on plot edge,0,N/A,Grazed
11C_I2,11,Control,2,1,2020,10/17/2020,MMR,N/A,12,5,1,0,T,1,T,0,0,6,9,13,14,,0,N/A,N/A
11C_I2,11,Control,2,1,2021,9/25/2021,RS,N/A,N/A,4,1,2,T,2,1,0,0,3,6,8,11,,0,N/A,N/A
11C_I2,11,Control,2,1,2022,10/1/2022,RS,N/A,N/A,5,2,1,T,2,2,0,0,2,6,12,14,,1,N/A,Grazed
11C_I3,11,Control,3,2,2020,10/16/2020,KR,N/A,318,4,2,0,2,1,1,0,0,2,11,12,14,,0,N/A,N/A
11C_I3,11,Control,3,2,2021,9/25/2021,DH,N/A,N/A,3,2,2,2,2,1,0,0,3,8,9,11,,0,N/A,N/A
11C_I3,11,Control,3,2,2022,10/1/2022,RS,N/A,N/A,5,2,1,1,1,1,0,0,2,5,6,14,,0,N/A,Grazed
11C_I4,11,Control,4,2,2020,10/16/2020,KR,DH,150,3,2,0,4,2,T,0,0,2,7,14,15,,0,N/A,N/A
11C_I4,11,Control,4,2,2021,9/25/2021,DH,N/A,N/A,3,2,1,3,2,1,0,0,1,3,14,16,,0,N/A,N/A
11C_I4,11,Control,4,2,2022,10/1/2022,RS,N/A,N/A,4,3,0,2,1,0,0,0,3,5,12,16,,0,N/A,Grazed
11C_I5,11,Control,5,3,2020,10/16/2020,KR,N/A,142,4,2,0,1,1,1,1,0,6,7,9,13,,0,N/A,N/A
11C_I5,11,Control,5,3,2021,9/25/2021,MR,ELM,N/A,4,1,2,1,3,2,0,0,3,8,9,10,,0,N/A,N/A
11C_I5,11,Control,5,3,2022,10/2/2022,RS,N/A,N/A,5,2,1,1,1,T,0,0,3,9,14,15,"PVC marker uprooted, replace as best as possible",0,N/A,Grazed
11C_I6,11,Control,6,3,2020,10/16/2020,KR,N/A,224,5,1,0,1,1,T,0,0,2,9,12,14,,0,N/A,N/A
11C_I6,11,Control,6,3,2021,9/25/2021,MR,ELM,N/A,4,1,2,2,2,2,0,0,4,13,14,16,,0,N/A,N/A
11C_I6,11,Control,6,3,2022,10/2/2022,RS,N/A,N/A,5,2,T,2,1,0,0,0,3,4,10,11,,0,N/A,Grazed
11H_I1,11,Herbicide,1,1,2020,10/14/2020,MMR,EM,141,4,2,0,2,1,0,0,0,5,8,11,15,,0,N/A,N/A
11H_I1,11,Herbicide,1,1,2021,9/29/2021,RS,ELM,N/A,3,2,2,2,2,T,0,0,2,3,11,15,,0,N/A,N/A
11H_I1,11,Herbicide,1,1,2022,10/1/2022,RS,N/A,N/A,4,2,2,2,0,0,0,0,9,11,13,15,,0,N/A,Grazed
11H_I2,11,Herbicide,2,1,2020,10/14/2020,MMR,EM,43,5,2,0,2,1,0,0,0,2,3,7,16,,0,N/A,N/A
11H_I2,11,Herbicide,2,1,2021,9/29/2021,RS,ELM,N/A,4,2,2,2,2,1,0,0,4,5,9,12,,0,N/A,N/A
11H_I2,11,Herbicide,2,1,2022,10/1/2022,RS,N/A,N/A,5,2,2,1,1,1,0,0,4,6,11,15,,0,N/A,Grazed
11H_I3,11,Herbicide,3,2,2020,10/14/2020,MMR,EM,211,4,3,0,2,T,0,0,0,5,12,15,16,,0,N/A,N/A
11H_I3,11,Herbicide,3,2,2021,9/29/2021,MR,ELM,N/A,4,1,2,1,3,0,0,0,2,4,11,15,,0,N/A,N/A
11H_I3,11,Herbicide,3,2,2022,10/1/2022,RS,N/A,N/A,4,2,3,1,1,0,0,0,3,5,13,15,,0,N/A,Grazed
11H_I4,11,Herbicide,4,2,2020,10/14/2020,MMR,EM,188,4,2,0,1,2,T,2,0,5,8,10,16,,0,N/A,N/A
11H_I4,11,Herbicide,4,2,2021,9/29/2021,MR,ELM,N/A,3,1,2,1,2,1,2,0,7,11,12,15,,0,N/A,N/A
11H_I4,11,Herbicide,4,2,2022,10/1/2022,RS,N/A,N/A,4,2,2,1,1,0,2,0,4,10,11,15,Fresh pile of cattle manure in plot,0,N/A,Grazed
11H_I5,11,Herbicide,5,3,2020,10/14/2020,RS,N/A,46,3,3,0,2,T,2,0,0,8,9,12,16,,0,N/A,N/A
11H_I5,11,Herbicide,5,3,2021,9/25/2021,RS,ELM,N/A,4,2,2,2,2,T,0,0,2,13,15,16,,0,N/A,N/A
11H_I5,11,Herbicide,5,3,2022,10/1/2022,RS,N/A,N/A,3,2,3,2,0,0,0,0,5,10,11,14,,0,N/A,Grazed
11H_I6,11,Herbicide,6,3,2020,10/14/2020,RS,N/A,198,2,3,0,4,T,1,2,0,2,13,14,16,,0,N/A,N/A
11H_I6,11,Herbicide,6,3,2021,9/25/2021,RS,N/A,N/A,3,2,T,3,2,0,2,1,2,3,6,7,,0,N/A,N/A
11H_I6,11,Herbicide,6,3,2022,10/1/2022,RS,N/A,N/A,3,3,1,3,1,0,1,0,3,7,11,15,,0,N/A,Grazed
12C_I1,12,Control,1,1,2020,10/19/2020,MMR,N/A,329,3,2,0,2,T,1,3,0,2,6,11,12,,0,N/A,N/A
12C_I1,12,Control,1,1,2021,10/1/2021,RS,N/A,N/A,4,2,1,2,3,2,2,0,1,5,10,12,,0,N/A,N/A
12C_I1,12,Control,1,1,2022,10/2/2022,RS,N/A,N/A,3,2,1,2,2,2,2,0,2,8,9,10,,0,N/A,Grazed
12C_I2,12,Control,2,1,2020,10/19/2020,EM,MMR,222,2,2,0,2,2,1,2,0,1,4,7,14,,0,N/A,N/A
12C_I2,12,Control,2,1,2021,10/1/2021,RS,N/A,N/A,3,2,2,2,2,1,3,0,9,14,15,16,,0,N/A,N/A
12C_I2,12,Control,2,1,2022,10/2/2022,RS,N/A,N/A,3,2,1,2,0,0,3,0,3,5,8,10,,0,N/A,Grazed
12C_I3,12,Control,3,2,2020,10/19/2020,EM,N/A,206,3,3,0,3,1,1,0,0,1,4,7,14,,0,N/A,N/A
12C_I3,12,Control,3,2,2021,10/1/2021,RS,MR,N/A,4,2,1,2,2,2,0,0,3,4,14,15,,0,N/A,N/A
12C_I3,12,Control,3,2,2022,10/3/2022,ELM,N/A,N/A,4,3,2,2,1,1,0,0,2,5,6,8,,0,N/A,Grazed
12C_I4,12,Control,4,2,2020,10/19/2020,RS,N/A,214,2,2,0,4,2,1,0,0,1,8,11,14,,0,N/A,N/A
12C_I4,12,Control,4,2,2021,10/1/2021,RS,MR,N/A,3,1,1,3,2,2,T,0,2,3,8,13,,0,N/A,N/A
12C_I4,12,Control,4,2,2022,10/3/2022,ELM,N/A,N/A,4,2,1,3,0,1,0,0,3,12,13,14,,0,N/A,Grazed
12C_I5,12,Control,5,3,2020,10/19/2020,RS,EM,206,4,3,0,2,2,1,0,0,3,7,13,14,,0,N/A,N/A
12C_I5,12,Control,5,3,2021,10/1/2021,RS,SL,N/A,4,2,1,2,2,1,1,0,6,8,13,15,,0,N/A,N/A
12C_I5,12,Control,5,3,2022,10/3/2022,RS,N/A,N/A,5,2,T,1,2,0,0,0,1,3,6,7,,0,N/A,Grazed
12C_I6,12,Control,6,3,2020,10/19/2020,AF,MMR,69,5,2,0,2,1,1,2,0,6,13,14,15,,0,N/A,N/A
12C_I6,12,Control,6,3,2021,10/1/2021,RS,SL,N/A,4,2,1,1,2,1,2,0,1,5,7,13,,0,N/A,N/A
12C_I6,12,Control,6,3,2022,10/4/2022,RS,N/A,N/A,4,2,2,1,1,0,2,0,1,2,6,16,,0,N/A,Grazed
12H_I1,12,Herbicide,1,1,2020,10/19/2020,EM,RS,321,2,2,0,4,2,2,1,0,8,13,14,15,,0,N/A,N/A
12H_I1,12,Herbicide,1,1,2021,9/29/2021,MR,ELM,N/A,3,2,0,2,3,0,1,0,2,3,7,11,,0,N/A,N/A
12H_I1,12,Herbicide,1,1,2022,10/4/2022,ELM,N/A,N/A,4,2,2,2,1,1,0,0,1,6,11,15,,0,N/A,Grazed
12H_I2,12,Herbicide,2,1,2020,10/19/2020,RS,N/A,248,2,2,0,4,1,1,0,0,2,4,13,16,,0,N/A,N/A
12H_I2,12,Herbicide,2,1,2021,9/29/2021,MR,ELM,N/A,3,2,1,3,1,0,0,0,2,4,7,8,,0,N/A,N/A
12H_I2,12,Herbicide,2,1,2022,10/4/2022,ELM,N/A,N/A,3,2,2,2,1,0,0,0,2,5,10,11,,0,N/A,Grazed
12H_I3,12,Herbicide,3,2,2020,10/17/2020,MMR,N/A,29,3,2,0,3,1,1,0,0,4,6,13,14,,0,N/A,N/A
12H_I3,12,Herbicide,3,2,2021,9/29/2021,RS,AI,N/A,4,2,2,3,2,0,0,0,2,8,11,14,,0,N/A,N/A
12H_I3,12,Herbicide,3,2,2022,10/4/2022,RS,N/A,N/A,3,2,2,3,1,0,0,0,6,9,12,13,,0,N/A,Grazed
12H_I4,12,Herbicide,4,2,2020,10/17/2020,MMR,N/A,22,3,2,0,1,1,1,3,0,1,7,11,14,Used only viable interspace ,0,N/A,N/A
12H_I4,12,Herbicide,4,2,2021,9/29/2021,RS,AI,N/A,4,2,2,1,2,1,3,0,1,4,6,16,,0,N/A,N/A
12H_I4,12,Herbicide,4,2,2022,10/4/2022,RS,N/A,N/A,4,2,2,1,2,0,2,0,1,7,10,14,,0,N/A,Grazed
12H_I5,12,Herbicide,5,3,2020,10/17/2020,DB,N/A,290,5,2,0,1,0,T,0,0,2,5,9,12,,0,N/A,N/A
12H_I5,12,Herbicide,5,3,2021,9/29/2021,RS,N/A,N/A,5,2,2,1,1,1,0,0,2,10,11,12,,0,N/A,N/A
12H_I5,12,Herbicide,5,3,2022,10/4/2022,ELM,N/A,N/A,4,2,2,2,0,0,0,0,2,1,12,15,,0,N/A,Grazed
12H_I6,12,Herbicide,6,3,2020,10/17/2020,RS,N/A,183,2,2,0,4,2,0,1,0,2,10,12,16,,0,N/A,N/A
12H_I6,12,Herbicide,6,3,2021,9/29/2021,RS,N/A,N/A,2,2,1,3,2,2,1,0,1,7,9,14,,0,N/A,N/A
12H_I6,12,Herbicide,6,3,2022,10/4/2022,ELM,N/A,N/A,3,2,2,3,0,0,T,0,3,6,7,11,,0,N/A,Grazed
13C_I1,13,Control,1,1,2020,10/24/2020,MMR,WB,72,5,1,0,1,T,1,0,0,2,3,4,13,,0,N/A,N/A
13C_I1,13,Control,1,1,2021,10/5/2021,MR,N/A,N/A,4,1,3,2,1,1,0,0,3,4,7,12,,0,N/A,N/A
13C_I1,13,Control,1,1,2022,10/4/2022,RS,N/A,N/A,5,2,1,1,1,1,0,0,1,6,13,15,,0,N/A,Grazed
13C_I2,13,Control,2,1,2020,10/24/2020,WB,N/A,0,4,2,0,3,T,1,0,0,1,8,12,15,,0,N/A,N/A
13C_I2,13,Control,2,1,2021,10/5/2021,MR,N/A,N/A,4,1,2,2,2,T,0,0,3,7,9,14,,0,N/A,N/A
13C_I2,13,Control,2,1,2022,10/4/2022,RS,N/A,N/A,4,3,2,1,2,1,0,0,7,8,13,14,,0,N/A,Grazed
13C_I3,13,Control,3,2,2020,10/21/2020,SS,RS,318,4,3,0,2,1,3,2,0,4,7,12,16,,0,N/A,N/A
13C_I3,13,Control,3,2,2021,10/5/2021,RS,N/A,N/A,4,2,2,T,1,1,2,0,2,9,12,14,,0,N/A,N/A
13C_I3,13,Control,3,2,2022,10/4/2022,ELM,N/A,N/A,3,3,1,1,2,0,2,0,9,10,14,15,,0,N/A,Grazed
13C_I4,13,Control,4,2,2020,10/21/2020,SS,MMR,273,5,1,0,0,0,1,1,0,7,8,9,13,,0,N/A,N/A
13C_I4,13,Control,4,2,2021,10/5/2021,RS,N/A,N/A,5,2,2,1,2,1,0,0,3,10,13,14,,0,N/A,N/A
13C_I4,13,Control,4,2,2022,10/4/2022,ELM,N/A,N/A,5,2,1,2,T,T,0,0,1,5,6,16,,0,N/A,Grazed
13C_I5,13,Control,5,3,2020,10/21/2020,SS,N/A,350,5,1,0,2,1,1,0,0,1,4,8,13,,0,N/A,N/A
13C_I5,13,Control,5,3,2021,10/6/2021,MR,RS,N/A,4,1,2,2,2,1,0,0,1,6,13,16,,0,N/A,N/A
13C_I5,13,Control,5,3,2022,10/5/2022,RS,N/A,N/A,4,2,1,2,0,0,0,0,1,3,4,16,,0,N/A,Grazed
13C_I6,13,Control,6,3,2020,10/21/2020,SS,N/A,359,5,2,0,0,T,1,0,0,3,7,10,13,,0,N/A,N/A
13C_I6,13,Control,6,3,2021,10/6/2021,MR,RS,N/A,3,2,2,1,2,T,0,0,3,10,13,16,,0,N/A,N/A
13C_I6,13,Control,6,3,2022,10/5/2022,RS,N/A,N/A,5,2,1,0,T,T,0,0,1,10,12,14,,0,N/A,Grazed
13H_I1,13,Herbicide,1,1,2020,10/21/2020,MMR,EM,241,3,2,0,3,0,0,T,0,8,10,11,13,,0,N/A,N/A
13H_I1,13,Herbicide,1,1,2021,10/5/2021,AI,RS,N/A,4,2,1,3,2,T,1,0,3,6,7,12,,0,N/A,N/A
13H_I1,13,Herbicide,1,1,2022,10/5/2022,ELM,N/A,N/A,4,2,1,3,2,0,0,0,7,8,13,14,,0,N/A,Grazed
13H_I2,13,Herbicide,2,1,2020,10/21/2020,MR,EM,340,6,1,0,T,0,T,0,0,1,2,4,16,Only large enough avalible interspace ,0,N/A,N/A
13H_I2,13,Herbicide,2,1,2021,10/5/2021,RS,AI,N/A,5,1,2,1,2,0,0,0,1,2,13,16,,0,N/A,N/A
13H_I2,13,Herbicide,2,1,2022,10/5/2022,ELM,N/A,N/A,4,2,2,T,3,0,0,0,1,4,10,15,,0,N/A,Grazed
13H_I3,13,Herbicide,3,2,2020,10/21/2020,DH,N/A,324,4,1,0,2,T,1,2,0,12,9,15,16,,0,N/A,N/A
13H_I3,13,Herbicide,3,2,2021,10/2/2021,RS,N/A,N/A,4,1,2,2,1,1,2,0,11,13,14,16,,0,N/A,N/A
13H_I3,13,Herbicide,3,2,2022,10/5/2022,RS,N/A,N/A,3,2,1,2,2,0,2,0,1,11,12,13,,0,N/A,Grazed
13H_I4,13,Herbicide,4,2,2020,10/21/2020,DH,RS,350,3,2,0,3,0,T,0,0,5,9,15,16,,0,N/A,N/A
13H_I4,13,Herbicide,4,2,2021,10/2/2021,RS,N/A,N/A,4,2,2,2,2,0,0,0,2,5,13,16,,0,N/A,N/A
13H_I4,13,Herbicide,4,2,2022,10/5/2022,RS,N/A,N/A,3,2,2,3,3,0,0,0,1,6,13,16,,0,N/A,Grazed
13H_I5,13,Herbicide,5,3,2020,10/21/2020,DH,N/A,15,4,2,0,3,T,0,2,0,5,6,8,12,,0,N/A,N/A
13H_I5,13,Herbicide,5,3,2021,10/2/2021,MR,N/A,N/A,4,1,1,2,2,0,2,0,6,9,10,12,,0,N/A,N/A
13H_I5,13,Herbicide,5,3,2022,10/5/2022,ELM,N/A,N/A,3,3,0,1,3,1,1,0,1,5,10,13,Shrub is dead,0,N/A,Grazed
13H_I6,13,Herbicide,6,3,2020,10/21/2020,RS,N/A,284,3,2,0,3,1,1,0,0,1,3,6,12,,0,N/A,N/A
13H_I6,13,Herbicide,6,3,2021,10/2/2021,MR,N/A,N/A,4,2,2,2,2,1,0,0,2,3,4,12,,0,N/A,N/A
13H_I6,13,Herbicide,6,3,2022,10/5/2022,ELM,N/A,N/A,3,2,2,2,3,1,0,0,1,9,11,12,,0,N/A,Grazed
14C_I1,14,Control,1,1,2020,9/28/2020,EM,N/A,313,5,1,0,0,0,2,0,2,2,5,7,14,,0,N/A,N/A
14C_I1,14,Control,1,1,2021,9/9/2021,N/A,N/A,N/A,4,1,2,1,1,2,1,1,1,2,11,13,Initials not written down,0,N/A,N/A
14C_I1,14,Control,1,1,2022,9/19/2022,RS,N/A,N/A,4,1,T,1,1,2,1,0,3,9,12,16,,0,N/A,Ungrazed
14C_I2,14,Control,2,1,2020,9/28/2020,EM,N/A,206,5,1,0,0,0,1,0,2,3,4,8,13,,0,N/A,N/A
14C_I2,14,Control,2,1,2021,9/9/2021,N/A,N/A,N/A,3,T,2,T,2,2,0,2,3,10,13,15,Initials not written down,0,N/A,N/A
14C_I2,14,Control,2,1,2022,9/19/2022,RS,N/A,N/A,4,2,T,1,1,2,0,0,2,5,10,11,,0,N/A,Ungrazed
14C_I3,14,Control,3,2,2020,9/28/2020,EM,N/A,306,6,T,0,0,0,1,0,0,1,5,6,12,,0,N/A,N/A
14C_I3,14,Control,3,2,2021,9/9/2021,MR,AI,N/A,5,1,0,1,1,1,0,0,6,9,10,11,,0,N/A,N/A
14C_I3,14,Control,3,2,2022,9/19/2022,ELM,N/A,N/A,5,1,0,1,T,2,0,0,3,8,9,14,,1,N/A,Ungrazed
14C_I4,14,Control,4,2,2020,9/28/2020,RS,N/A,1,3,1,0,1,0,0,3,2,4,6,7,11,,0,N/A,N/A
14C_I4,14,Control,4,2,2021,9/9/2021,MR,DB,N/A,3,1,2,1,2,1,3,0,8,9,12,16,,0,N/A,N/A
14C_I4,14,Control,4,2,2022,9/19/2022,ELM,N/A,N/A,4,2,T,1,1,2,3,0,2,4,6,7,,0,N/A,Ungrazed
14C_I5,14,Control,5,3,2020,9/28/2020,EM,N/A,91,6,1,0,0,T,T,0,0,1,3,9,15,,0,N/A,N/A
14C_I5,14,Control,5,3,2021,9/9/2021,RS,AI,N/A,4,1,1,T,3,1,0,0,2,5,6,14,,0,N/A,N/A
14C_I5,14,Control,5,3,2022,9/19/2022,ELM,N/A,N/A,5,1,0,1,2,2,0,0,8,9,14,15,,0,N/A,Ungrazed
14C_I6,14,Control,6,3,2020,9/28/2020,RS,N/A,265,6,1,0,1,0,1,0,0,3,11,14,16,,0,N/A,N/A
14C_I6,14,Control,6,3,2021,9/9/2021,RS,AI,N/A,4,1,1,2,2,1,0,0,6,7,8,16,,0,N/A,N/A
14C_I6,14,Control,6,3,2022,9/19/2022,ELM,N/A,N/A,5,1,0,0,1,1,0,0,4,5,8,16,,0,N/A,Ungrazed
14H_I1,14,Herbicide,1,1,2020,9/30/2020,MMR,EM,247,6,T,0,0,0,0,0,0,2,7,9,14,,0,N/A,N/A
14H_I1,14,Herbicide,1,1,2021,9/7/2021,RS,AI,N/A,6,1,1,0,1,1,0,0,5,6,13,14,,0,N/A,N/A
14H_I1,14,Herbicide,1,1,2022,9/19/2022,ELM,N/A,N/A,5,1,1,T,1,0,0,0,8,12,13,14,,1,N/A,Ungrazed
14H_I2,14,Herbicide,2,1,2020,9/30/2020,MMR,EM,270,5,1,0,2,0,0,0,0,2,12,14,15,,0,N/A,N/A
14H_I2,14,Herbicide,2,1,2021,9/7/2021,N/A,N/A,N/A,2,1,3,1,3,1,1,0,2,4,13,15,Shrub is PRGL2 seedlings,0,N/A,N/A
14H_I2,14,Herbicide,2,1,2022,9/19/2022,ELM,N/A,N/A,3,1,3,2,3,T,0,0,6,11,12,14,,0,N/A,Ungrazed
14H_I3,14,Herbicide,3,2,2020,9/28/2020,MMR,EM,108,5,1,0,1,0,0,0,0,1,7,13,16,,0,N/A,N/A
14H_I3,14,Herbicide,3,2,2021,9/7/2021,MR,MW,N/A,4,T,1,1,3,0,0,0,2,8,9,12,,0,N/A,N/A
14H_I3,14,Herbicide,3,2,2022,9/19/2022,ELM,N/A,N/A,5,1,T,0,2,0,0,0,4,6,8,13,,0,N/A,Ungrazed
14H_I4,14,Herbicide,4,2,2020,9/28/2020,MMR,EM,221,5,1,0,0,0,1,0,0,6,8,13,16,,0,N/A,N/A
14H_I4,14,Herbicide,4,2,2021,9/7/2021,MR,AI,N/A,4,1,2,T,2,2,T,0,4,8,11,14,MW also helped sample,0,N/A,N/A
14H_I4,14,Herbicide,4,2,2022,9/19/2022,ELM,N/A,N/A,5,1,1,0,2,0,0,0,5,9,10,14,,0,N/A,Ungrazed
14H_I5,14,Herbicide,5,3,2020,9/28/2020,MMR,EM,78,5,1,0,1,0,1,0,1,2,4,9,11,,0,N/A,N/A
14H_I5,14,Herbicide,5,3,2021,9/8/2021,MR,MM,N/A,3,1,3,0,2,2,0,1,5,9,10,16,,0,N/A,N/A
14H_I5,14,Herbicide,5,3,2022,9/19/2022,ELM,N/A,N/A,4,2,2,1,1,T,0,0,6,7,11,16,,0,N/A,Ungrazed
14H_I6,14,Herbicide,6,3,2020,9/28/2020,MMR,EM,178,4,1,0,0,0,2,0,0,5,7,9,10,,0,N/A,N/A
14H_I6,14,Herbicide,6,3,2021,9/8/2021,MR,MM,N/A,3,1,2,2,2,3,0,0,1,3,4,11,,0,N/A,N/A
14H_I6,14,Herbicide,6,3,2022,9/19/2022,ELM,N/A,N/A,3,2,3,1,2,0,0,0,3,1,13,14,,0,N/A,Ungrazed
15C_I1,15,Control,1,1,2020,9/25/2020,MMR,JR,286,6,1,0,0,0,T,0,0,3,12,14,15,,0,N/A,N/A
15C_I1,15,Control,1,1,2021,9/21/2021,MR,ELM,N/A,5,1,0,1,2,T,0,0,5,6,8,16,,0,N/A,N/A
15C_I1,15,Control,1,1,2022,9/28/2022,RS,N/A,N/A,6,1,0,0,1,0,0,0,6,10,14,16,,1,N/A,Ungrazed
15C_I2,15,Control,2,1,2020,9/25/2020,MMR,JR,157,6,T,0,0,0,1,0,0,2,3,4,12,,0,N/A,N/A
15C_I2,15,Control,2,1,2021,9/21/2021,MR,ELM,N/A,4,1,2,1,2,1,T,0,6,8,13,15,,0,N/A,N/A
15C_I2,15,Control,2,1,2022,9/28/2022,RS,N/A,N/A,5,1,0,0,1,2,1,0,5,7,8,13,,0,N/A,Ungrazed
15C_I3,15,Control,3,2,2020,9/26/2020,RS,DB,188,5,1,0,0,0,1,0,0,1,4,6,8,,0,N/A,N/A
15C_I3,15,Control,3,2,2021,9/21/2021,ELM,MR,N/A,4,1,2,1,2,2,1,0,2,9,11,12,,0,N/A,N/A
15C_I3,15,Control,3,2,2022,9/28/2022,ELM,N/A,N/A,5,1,T,T,1,2,1,0,3,13,15,16,,0,N/A,Ungrazed
15C_I4,15,Control,4,2,2020,9/26/2020,RS,DB,23,6,T,0,0,0,1,0,0,1,10,13,16,,0,N/A,N/A
15C_I4,15,Control,4,2,2021,9/21/2021,RS,MR,N/A,4,1,1,T,3,1,0,0,3,4,9,12,,0,N/A,N/A
15C_I4,15,Control,4,2,2022,9/28/2022,ELM,N/A,N/A,5,1,0,0,0,2,0,0,1,11,12,15,,0,N/A,Ungrazed
15C_I5,15,Control,5,3,2020,9/26/2020,RS,DB,173,5,1,0,0,0,1,0,0,3,4,8,11,,0,N/A,N/A
15C_I5,15,Control,5,3,2021,9/21/2021,RS,MR,N/A,5,1,1,0,2,1,1,1,1,2,6,11,,0,N/A,N/A
15C_I5,15,Control,5,3,2022,9/28/2022,RS,N/A,N/A,5,1,0,1,1,2,1,0,1,4,5,13,,0,N/A,Ungrazed
15C_I6,15,Control,6,3,2020,9/26/2020,RS,DB,8,4,1,0,0,0,2,0,1,1,3,7,15,,0,N/A,N/A
15C_I6,15,Control,6,3,2021,9/21/2021,RS,AI,N/A,3,1,3,1,2,2,1,2,1,7,8,16,,0,N/A,N/A
15C_I6,15,Control,6,3,2022,9/28/2022,RS,N/A,N/A,3,2,1,1,2,3,0,0,2,6,10,12,,0,N/A,Ungrazed
15H_I1,15,Herbicide,1,1,2020,9/25/2020,EM,RS,28,6,T,0,0,0,0,0,1,7,8,13,14,,0,N/A,N/A
15H_I1,15,Herbicide,1,1,2021,9/22/2021,RS,MM,N/A,6,1,0,0,0,T,0,0,7,9,11,16,,0,N/A,N/A
15H_I1,15,Herbicide,1,1,2022,9/28/2022,ELM,N/A,N/A,6,1,0,0,1,0,0,0,1,7,10,14,,0,N/A,Ungrazed
15H_I2,15,Herbicide,2,1,2020,9/25/2020,EM,RS,260,6,1,0,1,0,1,0,0,2,6,12,13,,0,N/A,N/A
15H_I2,15,Herbicide,2,1,2021,9/22/2021,RS,MM,N/A,5,1,1,T,2,1,0,0,4,9,11,15,,0,N/A,N/A
15H_I2,15,Herbicide,2,1,2022,9/28/2022,ELM,N/A,N/A,5,1,1,1,2,0,1,0,1,3,13,16,,0,N/A,Ungrazed
15H_I3,15,Herbicide,3,2,2020,9/25/2020,MMR,JR,222,5,1,0,0,0,2,T,0,6,7,12,15,,0,N/A,N/A
15H_I3,15,Herbicide,3,2,2021,9/22/2021,MR,MM,N/A,3,1,3,1,2,3,0,0,7,11,14,15,,0,N/A,N/A
15H_I3,15,Herbicide,3,2,2022,9/28/2022,RS,N/A,N/A,3,2,3,T,2,0,0,0,7,9,10,14,,0,N/A,Ungrazed
15H_I4,15,Herbicide,4,2,2020,9/25/2020,MMR,JR,144,4,1,0,0,0,2,0,0,6,7,13,16,,0,N/A,N/A
15H_I4,15,Herbicide,4,2,2021,9/22/2021,MR,MM,N/A,4,1,2,T,2,2,T,0,2,8,9,13,,0,N/A,N/A
15H_I4,15,Herbicide,4,2,2022,9/28/2022,RS,N/A,N/A,3,2,4,1,1,0,0,0,5,6,8,13,,0,N/A,Ungrazed
15H_I5,15,Herbicide,5,3,2020,9/23/2020,RS,N/A,81,4,1,0,1,1,0,0,2,5,10,11,14,,0,N/A,N/A
15H_I5,15,Herbicide,5,3,2021,9/21/2021,RS,DH,N/A,4,1,1,1,2,1,0,0,5,6,10,16,,0,N/A,N/A
15H_I5,15,Herbicide,5,3,2022,9/28/2022,ELM,N/A,N/A,4,2,2,3,2,1,0,0,4,7,11,13,,0,N/A,Ungrazed
15H_I6,15,Herbicide,6,3,2020,9/23/2020,AI,RS,213,5,1,0,1,0,1,0,0,8,9,10,16,,0,N/A,N/A
15H_I6,15,Herbicide,6,3,2021,9/21/2021,RS,MM,N/A,4,1,1,1,2,1,0,2,3,5,9,10,,0,N/A,N/A
15H_I6,15,Herbicide,6,3,2022,9/28/2022,ELM,N/A,N/A,4,2,0,2,2,1,1,0,5,11,12,14,,0,N/A,Ungrazed
16C_I1,16,Control,1,1,2020,10/9/2020,KR,N/A,1,4,1,0,2,0,1,0,1,4,12,14,15,,0,N/A,N/A
16C_I1,16,Control,1,1,2021,9/23/2021,RS,AI,N/A,4,1,1,2,2,1,0,1,4,7,10,15,,1,N/A,N/A
16C_I1,16,Control,1,1,2022,9/30/2022,RS,N/A,N/A,5,1,T,2,1,1,0,1,2,12,13,16,,1,N/A,Ungrazed
16C_I2,16,Control,2,1,2020,10/9/2020,KR,N/A,200,6,1,0,0,0,1,0,1,3,8,13,16,,0,N/A,N/A
16C_I2,16,Control,2,1,2021,9/23/2021,RS,ELM,N/A,4,1,2,1,2,1,0,0,3,5,10,11,,1,N/A,N/A
16C_I2,16,Control,2,1,2022,9/30/2022,RS,N/A,N/A,4,2,1,0,2,2,0,0,6,7,9,11,,2,N/A,Ungrazed
16C_I3,16,Control,3,2,2020,10/9/2020,JR,EM,56,3,T,0,2,0,1,0,0,3,5,12,14,,0,N/A,N/A
16C_I3,16,Control,3,2,2021,9/23/2021,ELM,RS,N/A,4,1,1,3,2,1,T,0,1,2,3,15,,1,N/A,N/A
16C_I3,16,Control,3,2,2022,9/30/2022,RS,N/A,N/A,4,1,0,3,1,2,0,0,4,5,9,15,,1,N/A,Ungrazed
16C_I4,16,Control,4,2,2020,10/9/2020,JR,EM,163,4,1,0,2,0,1,0,0,3,8,13,14,,0,N/A,N/A
